dlist,elist,genus_jw,se_jw,gender_switch
Acacia multispicata,Acacia multispicata,1.0,1.0,False
Acacia fimbriata,Acacia fimbriata,1.0,1.0,False
Acacia retinodes,Acacia retinodes,1.0,1.0,False
Acacia borleae,Acacia borleae,1.0,1.0,False
Acacia adoxa,Acacia adoxa,1.0,1.0,False
Acacia salicina,Acacia salicina,1.0,1.0,False
Acacia podalyriifolia,Acacia podalyriifolia,1.0,1.0,False
Acacia karroo,Acacia karroo,1.0,1.0,False
Acacia farnesiana,Acacia farnesiana,1.0,1.0,False
Acacia berlandieri,Acacia berlandieri,1.0,1.0,False
Acacia fulva,Acacia fulva,1.0,1.0,False
Acacia filicoides,Acacia filicioides,1.0,0.968181818182,False
Acacia glandulosa,Acacia glandulosa,1.0,1.0,False
Acacia anthochaera,Acacia anthochaera,1.0,1.0,False
Acacia notabilis,Acacia notabilis,1.0,1.0,False
Acacia somalensis,Acacia somalensis,1.0,1.0,False
Acacia microcephala,Acacia microcephala,1.0,1.0,False
Acacia pennata,Acacia pennata,1.0,1.0,False
Acacia riceana,Acacia riceana,1.0,1.0,False
Acacia rossei,Acacia rossei,1.0,1.0,False
Acacia falciformis,Acacia falciformis,1.0,1.0,False
Acacia sieberiana,Acacia sieberiana,1.0,1.0,False
Acacia trachyphloia,Acacia trachyphloia,1.0,1.0,False
Acacia microcarpa,Acacia microcarpa,1.0,1.0,False
Acacia guinetii,Acacia guinetii,1.0,1.0,False
Acacia auriculiformis,Acacia auriculiformis,1.0,1.0,False
Acacia nervosa,Acacia nervosa,1.0,1.0,False
Acacia eriocarpa,Acacia eriocarpa,1.0,1.0,False
Acacia longifolia,Acacia longifolia,1.0,1.0,False
Acacia biflora,Acacia biflora,1.0,1.0,False
Acacia pycnantha,Acacia pycnantha,1.0,1.0,False
Acacia floribunda,Acacia floribunda,1.0,1.0,False
Acacia lunata,Acacia lunata,1.0,1.0,False
Acacia glauca,Acacia glauca,1.0,1.0,False
Acacia ephedroides,Acacia ephedroides,1.0,1.0,False
Acacia pubescens,Acacia pubescens,1.0,1.0,False
Acacia cupularis,Acacia cupularis,1.0,1.0,False
Acacia marramamba,Acacia marramamba,1.0,1.0,False
Acacia ancistrocarpa,Acacia ancistrocarpa,1.0,1.0,False
Acacia praelongata,Acacia praelongata,1.0,1.0,False
Acacia pachyacra,Acacia pachyacra,1.0,1.0,False
Acacia gelasina,Acacia gelasina,1.0,1.0,False
Acacia sinuata,Acacia sinuata,1.0,1.0,False
Acacia delphina,Acacia delphina,1.0,1.0,False
Acacia sekhukhuniensis,Acacia sekhukhuniensis,1.0,1.0,False
Acacia nigripilosa,Acacia nigripilosa,1.0,1.0,False
Acacia wanyu,Acacia wanyu,1.0,1.0,False
Acacia armata,Acacia armata,1.0,1.0,False
Acacia platycarpa,Acacia platycarpa,1.0,1.0,False
Acacia terminalis,Acacia terminalis,1.0,1.0,False
Acacia saligna,Acacia saligna,1.0,1.0,False
Acacia confusa,Acacia confusa,1.0,1.0,False
Acacia mollissima,Acacia mollissima,1.0,1.0,False
Acacia thomasii,Acacia thomasii,1.0,1.0,False
Acacia umbellata,Acacia umbellata,1.0,1.0,False
Acacia koa,Acacia koa,1.0,1.0,False
Acacia glaucocarpa,Acacia glaucocarpa,1.0,1.0,False
Acacia rehmanniana,Acacia rehmanniana,1.0,1.0,False
Acacia retivenea,Acacia retivenea,1.0,1.0,False
Acacia leucoclada,Acacia leucoclada,1.0,1.0,False
Acacia linifolia,Acacia linifolia,1.0,1.0,False
Acacia dempsteri,Acacia dempsteri,1.0,1.0,False
Acacia neovernicosa,Acacia neovernicosa,1.0,1.0,False
Acacia brevispica,Acacia brevispica,1.0,1.0,False
Acacia olsenii,Acacia olsenii,1.0,1.0,False
Acacia collinsii,Acacia collinsii,1.0,1.0,False
Acacia bracteolata,Acacia bracteolata,1.0,1.0,False
Acacia discolor,Acacia discolor,1.0,1.0,False
Acacia kosiensis,Acacia kosiensis,1.0,1.0,False
Acacia victoriae,Acacia victoriae,1.0,1.0,False
Acacia elongata,Acacia elongata,1.0,1.0,False
Acacia elata,Acacia elata,1.0,1.0,False
Acacia leiocalyx,Acacia leiocalyx,1.0,1.0,False
Acacia aciphylla,Acacia aciphylla,1.0,1.0,False
Acacia polybotrya,Acacia polybotrya,1.0,1.0,False
Acacia idiomorpha,Acacia idiomorpha,1.0,1.0,False
Acacia glomerosa,Acacia glomerosa,1.0,1.0,False
Acacia dallachiana,Acacia dallachiana,1.0,1.0,False
Acacia gibbosa,Acacia gibbosa,1.0,1.0,False
Acacia mearnsi,Acacia mearnsii,1.0,0.9875,False
Acacia permixta,Acacia permixta,1.0,1.0,False
Acacia lineata,Acacia lineata,1.0,1.0,False
Acacia densiflora,Acacia densiflora,1.0,1.0,False
Acacia bonariensis,Acacia bonariensis,1.0,1.0,False
Acacia binervata,Acacia binervata,1.0,1.0,False
Acacia boliviana,Acacia boliviana,1.0,1.0,False
Acacia blakelyi,Acacia blakelyi,1.0,1.0,False
Acacia senegal,Acacia senegal,1.0,1.0,False
Acacia swazica,Acacia swazica,1.0,1.0,False
Acacia verniciflua,Acacia verniciflua,1.0,1.0,False
Acacia oshanesii,Acacia oshanesii,1.0,1.0,False
Acacia courtii,Acacia courtii,1.0,1.0,False
Acacia tumida,Acacia tumida,1.0,1.0,False
Acacia chrysocephala,Acacia chrysocephala,1.0,1.0,False
Acacia prominens,Acacia prominens,1.0,1.0,False
Acacia decurrens,Acacia decurrens,1.0,1.0,False
Acacia pennatula,Acacia pennatula,1.0,1.0,False
Acacia doratoxylon,Acacia doratoxylon,1.0,1.0,False
Acacia eburnea,Acacia eburnea,1.0,1.0,False
Acacia erubescens,Acacia erubescens,1.0,1.0,False
Acacia aculeatissima,Acacia aculeatissima,1.0,1.0,False
Acacia chartacea,Acacia chartacea,1.0,1.0,False
Acacia incurva,Acacia incurva,1.0,1.0,False
Acacia colei,Acacia colei,1.0,1.0,False
Acacia arenaria,Acacia arenaria,1.0,1.0,False
Acacia melvillei,Acacia melvillei,1.0,1.0,False
Acacia dawsonii,Acacia dawsonii,1.0,1.0,False
Acacia triptera,Acacia triptera,1.0,1.0,False
Acacia epedunculata,Acacia pedunculata,1.0,0.941919191919,False
Acacia rhodophloia,Acacia rhodophloia,1.0,1.0,False
Acacia modesta,Acacia modesta,1.0,1.0,False
Acacia burkei,Acacia burkei,1.0,1.0,False
Acacia michelii,Acacia mitchellii,1.0,0.946666666667,False
Acacia caven,Acacia caven,1.0,1.0,False
Acacia loroloba,Acacia loroloba,1.0,1.0,False
Acacia drepanolobium,Acacia drepanolobium,1.0,1.0,False
Acacia chrysella,Acacia chrysella,1.0,1.0,False
Acacia inaequiloba,Acacia inaequiloba,1.0,1.0,False
Acacia lycopodiifolia,Acacia lycopodiifolia,1.0,1.0,False
Acacia leptoclada,Acacia leptoclada,1.0,1.0,False
Acacia hindsii,Acacia hindsii,1.0,1.0,False
Acacia cuspidifolia,Acacia cuspidifolia,1.0,1.0,False
Acacia polyacantha,Acacia polyacantha,1.0,1.0,False
Acacia edulis,Acacia edulis,1.0,1.0,False
Acacia brunioides,Acacia brunioides,1.0,1.0,False
Acacia obliquinervia,Acacia obliquinervia,1.0,1.0,False
Acacia dentifera,Acacia dentifera,1.0,1.0,False
Acacia nebrownii,Acacia nebrownii,1.0,1.0,False
Acacia davyi,Acacia davyi,1.0,1.0,False
Acacia rostrata,Acacia prostrata,1.0,0.962962962963,False
Acacia tortilis,Acacia tortilis,1.0,1.0,False
Acacia mabellae,Acacia mabellae,1.0,1.0,False
Acacia nilotica,Acacia nilotica,1.0,1.0,False
Acacia trinervata,Acacia trinervata,1.0,1.0,False
Acacia nanodealbata,Acacia nanodealbata,1.0,1.0,False
Acacia aphylla,Acacia aphylla,1.0,1.0,False
Acacia concinna,Acacia concinna,1.0,1.0,False
Acacia pickardii,Acacia pickardii,1.0,1.0,False
Acacia aneura,Acacia aneura,1.0,1.0,False
Acacia dangarensis,Acacia dangarensis,1.0,1.0,False
Acacia loderi,Acacia loderi,1.0,1.0,False
Acacia leprosa,Acacia leprosa,1.0,1.0,False
Acacia grandicornuta,Acacia grandicornuta,1.0,1.0,False
Acacia seyal,Acacia seyal,1.0,1.0,False
Acacia alata,Acacia alata,1.0,1.0,False
Acacia nigrescens,Acacia nigrescens,1.0,1.0,False
Acacia abyssinica,Acacia abyssinica,1.0,1.0,False
Acacia cultriformis,Acacia cultriformis,1.0,1.0,False
Acacia oxycedrus,Acacia oxycedrus,1.0,1.0,False
Acacia stuhlmannii,Acacia stuhlmannii,1.0,1.0,False
Acacia jonesii,Acacia jonesii,1.0,1.0,False
Acacia sclerophylla,Acacia sclerophylla,1.0,1.0,False
Acacia paradoxa,Acacia paradoxa,1.0,1.0,False
Acacia orites,Acacia orites,1.0,1.0,False
Acacia stipuligera,Acacia stipuligera,1.0,1.0,False
Acacia maidenii,Acacia maidenii,1.0,1.0,False
Acacia leucolobia,Acacia leucolobia,1.0,1.0,False
Acacia latisepala,Acacia latisepala,1.0,1.0,False
Acacia schottii,Acacia schottii,1.0,1.0,False
Acacia nuperrima,Acacia nuperrima,1.0,1.0,False
Acacia furcatispina,Acacia furcatispina,1.0,1.0,False
Acacia pedleyi,Acacia pedleyi,1.0,1.0,False
Acacia filicifolia,Acacia filicifolia,1.0,1.0,False
Acacia rosei,Acacia rossei,1.0,0.961111111111,False
Acacia caesiella,Acacia caesiella,1.0,1.0,False
Acacia drummondii,Acacia drummondii,1.0,1.0,False
Acacia kirkii,Acacia kirkii,1.0,1.0,False
Acacia enterocarpa,Acacia enterocarpa,1.0,1.0,False
Acacia difficilis,Acacia difficilis,1.0,1.0,False
Acacia blayana,Acacia blayana,1.0,1.0,False
Acacia calcicola,Acacia calcicola,1.0,1.0,False
Acacia synchronicia,Acacia synchronicia,1.0,1.0,False
Acacia lysiphloia,Acacia lysiphloia,1.0,1.0,False
Acacia leptalea,Acacia leptalea,1.0,1.0,False
Acacia obtusata,Acacia obtusata,1.0,1.0,False
Acacia inaequilatera,Acacia inaequilatera,1.0,1.0,False
Acacia calamifolia,Acacia calamifolia,1.0,1.0,False
Acacia demostachya,Acacia desmostachya,1.0,0.941414141414,False
Acacia richii,Acacia richii,1.0,1.0,False
Acacia translucens,Acacia translucens,1.0,1.0,False
Acacia blakei,Acacia blakelyi,1.0,0.958333333333,False
Acacia lasiocalyx,Acacia lasiocalyx,1.0,1.0,False
Acacia hamersleyensis,Acacia hamersleyensis,1.0,1.0,False
Acacia debilis,Acacia debilis,1.0,1.0,False
Acacia pendula,Acacia pendula,1.0,1.0,False
Acacia deanei,Acacia deanei,1.0,1.0,False
Acacia pulchella,Acacia pulchella,1.0,1.0,False
Acacia macracantha,Acacia macracantha,1.0,1.0,False
Acacia silvestris,Acacia silvestris,1.0,1.0,False
Acacia lateriticola,Acacia lateriticola,1.0,1.0,False
Acacia melanoxylon,Acacia melanoxylon,1.0,1.0,False
Acacia kraussiana,Acacia kraussiana,1.0,1.0,False
Acacia alexandri,Acacia alexandri,1.0,1.0,False
Acacia strongylophylla,Acacia strongylophylla,1.0,1.0,False
Acacia brachybotrya,Acacia brachybotrya,1.0,1.0,False
Acacia longissima,Acacia longissima,1.0,1.0,False
Acacia beckleri,Acacia beckleri,1.0,1.0,False
Acacia chinchillensis,Acacia chinchillensis,1.0,1.0,False
Acacia irrorata,Acacia irrorata,1.0,1.0,False
Acacia longispinea,Acacia longispinea,1.0,1.0,False
Acacia gentlei,Acacia gentlei,1.0,1.0,False
Acacia cochlearis,Acacia cochlearis,1.0,1.0,False
Acacia myrtifolia,Acacia myrtifolia,1.0,1.0,False
Acacia julifera,Acacia juliflora,1.0,0.94212962963,False
Acacia angustissima,Acacia angustissima,1.0,1.0,False
Acacia willardiana,Acacia willardiana,1.0,1.0,False
Acacia quadrimarginea,Acacia quadrimarginea,1.0,1.0,False
Acacia binervia,Acacia binervata,1.0,0.953703703704,False
Acacia glaucoptera,Acacia glaucoptera,1.0,1.0,False
Acacia oerfota,Acacia orfota,1.0,0.957142857143,False
Acacia greggii,Acacia greggii,1.0,1.0,False
Acacia catechu,Acacia catechu,1.0,1.0,False
Acacia tetragonophylla,Acacia tetragonophylla,1.0,1.0,False
Acacia pravifolia,Acacia parvifolia,1.0,0.97,False
Acacia lineolata,Acacia lineata,1.0,0.955555555556,False
Acacia mucronata,Acacia mucronata,1.0,1.0,False
Acacia fasciculifera,Acacia fasciculifera,1.0,1.0,False
Acacia wrightii,Acacia wrightii,1.0,1.0,False
Acacia schweinfurthii,Acacia schweinfurthii,1.0,1.0,False
Acacia palmeri,Acacia palmeri,1.0,1.0,False
Acacia dictyoneura,Acacia dictyoneura,1.0,1.0,False
Acacia reficiens,Acacia reficiens,1.0,1.0,False
Acacia aphanoclada,Acacia aphanoclada,1.0,1.0,False
Acacia erioloba,Acacia erioloba,1.0,1.0,False
Acacia ampliceps,Acacia ampliceps,1.0,1.0,False
Acacia denticulosa,Acacia denticulosa,1.0,1.0,False
Acacia uncinata,Acacia uncinata,1.0,1.0,False
Acacia macradenia,Acacia macradenia,1.0,1.0,False
Acacia galpinii,Acacia galpinii,1.0,1.0,False
Acacia aulacophylla,Acacia malacophylla,1.0,0.944444444444,False
Acacia siculiformis,Acacia siculiformis,1.0,1.0,False
Acacia genistifolia,Acacia genistifolia,1.0,1.0,False
Acacia microneura,Acacia microneura,1.0,1.0,False
Acacia oswaldii,Acacia oswaldii,1.0,1.0,False
Acacia montigena,Acacia montigena,1.0,1.0,False
Acacia aulacocarpa,Acacia aulacocarpa,1.0,1.0,False
Acacia mearnsii,Acacia mearnsii,1.0,1.0,False
Acacia dealbata,Acacia dealbata,1.0,1.0,False
Acacia eriopoda,Acacia eriopoda,1.0,1.0,False
Acacia acuminata,Acacia acuminata,1.0,1.0,False
Acacia ligulata,Acacia ligulata,1.0,1.0,False
Acacia mayana,Acacia mayana,1.0,1.0,False
Acacia cangaiensis,Acacia cangaiensis,1.0,1.0,False
Acacia xanthophloea,Acacia xanthophloea,1.0,1.0,False
Acacia brachypoda,Acacia brachyloba,1.0,0.946666666667,False
Acaena novae-zelandiae,Acaena novae-zelandiae,1.0,1.0,False
Acaena pinnatifida,Acaena pinnatifida,1.0,1.0,False
Acaena inermis,Acaena inermis,1.0,1.0,False
Acaena anserinifolia,Acaena anserinifolia,1.0,1.0,False
Acaena montana,Acaena montana,1.0,1.0,False
Acaena novae-zelandica,Acaena novae-zelandiae,1.0,1.0,False
Acaena lucida,Acaena lucida,1.0,1.0,False
Acaena magellanica,Acaena magellanica,1.0,1.0,False
Acaena fissistipula,Acaena fissistipula,1.0,1.0,False
Acaena microphylla,Acaena microphylla,1.0,1.0,False
Acaena echinata,Acaena echinata,1.0,1.0,False
Acaena ovalifolia,Acaena ovalifolia,1.0,1.0,False
Acaena argentea,Acaena argentea,1.0,1.0,False
Acalypha macrostachya,Acalypha macrostachya,1.0,1.0,False
Acalypha platyphylla,Acalypha platyphylla,1.0,1.0,False
Acalypha tomentosa,Acalypha tomentosula,1.0,0.987878787879,False
Acalypha microphylla,Acalypha macrophylla,1.0,0.945454545455,False
Acalypha lanceolata,Acalypha lanceolata,1.0,1.0,False
Acalypha insulana,Acalypha insulana,1.0,1.0,False
Acalypha diversifolia,Acalypha diversifolia,1.0,1.0,False
Acalypha glabrata,Acalypha glabrata,1.0,1.0,False
Acalypha virgata,Acalypha virgata,1.0,1.0,False
Acalypha indica,Acalypha indica,1.0,1.0,False
Acalypha benensis,Acalypha benensis,1.0,1.0,False
Acalypha amentacea,Acalypha amentacea,1.0,1.0,False
Acalypha australis,Acalypha australis,1.0,1.0,False
Acalypha wilkesiana,Acalypha wilkesiana,1.0,1.0,False
Acalypha californica,Acalypha californica,1.0,1.0,False
Acampe ochracea,Acampe ochracea,1.0,1.0,False
Acampe rigida,Acampe rigida,1.0,1.0,False
Acampe praemorsa,Acampe praemorsa,1.0,1.0,False
Acamptopappus sphaerocephalus,Acamptopappus sphaerocephalus,1.0,1.0,False
Acamptopappus shockleyi,Acamptopappus shockleyi,1.0,1.0,False
Acanthephippium mantinianum,Acanthephippium mantinianum,1.0,1.0,False
Acanthinophyllum ilicifolia,Acanthinophyllum ilicifolium,1.0,0.990606060606,True
Acanthocarpus preissii,Acanthocarpus preissii,1.0,1.0,False
Acanthocereus pitajaya,Acanthocereus pitajaya,1.0,1.0,False
Acanthocereus tetragonus,Acanthocereus tetragonus,1.0,1.0,False
Acanthocladium dockeri,Acanthocladium dockeri,1.0,1.0,False
Acanthocladus albicans,Acanthocladus albicans,1.0,1.0,False
Acanthogilia gloriosa,Acanthogilia gloriosa,1.0,1.0,False
Acantholippia punensis,Acantholippia punenis,1.0,0.955357142857,False
Acantholippia seriphioides,Acantholippia seriphioides,1.0,1.0,False
Acantholippia deserticola,Acantholippia deserticola,1.0,1.0,False
Acanthopanax trifoliatum,Acanthopanax trifoliatus,1.0,1.0,True
Acanthopanax acerifolium,Acanthopanax acerifolius,1.0,1.0,True
Acanthopanax sieboldianum,Acanthopanax sieboldianus,1.0,1.0,True
Acanthophoenix rubra,Acanthophoenix rubra,1.0,1.0,False
Acanthopsis carduifolia,Acanthopsis carduifolia,1.0,1.0,False
Acanthopsis disperma,Acanthopsis disperma,1.0,1.0,False
Acanthosicyos naudinianus,Acanthosicyos naudinianus,1.0,1.0,False
Acanthosicyos horridus,Acanthosicyos horridus,1.0,1.0,False
Acanthosicyos horrida,Acanthosicyos horridus,1.0,0.947619047619,True
Acanthospermum hispidum,Acanthospermum hispidum,1.0,1.0,False
Acanthospermum humile,Acanthospermum humile,1.0,1.0,False
Acanthospermum australe,Acanthospermum australe,1.0,1.0,False
Acanthosphaera ulei,Acanthosphaera ulei,1.0,1.0,False
Acanthostachys strobilacea,Acanthostachys strobilacea,1.0,1.0,False
Acanthosyris falcata,Acanthosyris falcata,1.0,1.0,False
