dlist,elist,genus_jw,se_jw,gender_switch
Abutilon tiliifolium,Abutilon tiliifolium,1.0,1.0,False
Abutilon otocarpum,Abutilon otocarpum,1.0,1.0,False
Abutilon microcarpum,Abutilon microcarpum,1.0,1.0,False
Abutilon hirtum,Abutilon hirtum,1.0,1.0,False
Abutilon pubescens,Abutilon pubescens,1.0,1.0,False
Abutilon lugardii,Abutilon lugardii,1.0,1.0,False
Abutilon indicum,Abutilon indicum,1.0,1.0,False
Abutilon theophrasti,Abutilon theophrasti,1.0,1.0,False
Abutilon oxycarpum,Abutilon oxycarpum,1.0,1.0,False
Abutilon vesicarium,Abutilon vesicarium,1.0,1.0,False
Abutilon kotschyi,Abutilon kotschyi,1.0,1.0,False
Abutilon grandiflorum,Abutilon grandiflorum,1.0,1.0,False
Abutilon populifolium,Abutilon populifolium,1.0,1.0,False
Abutilon grandifolium,Abutilon grandiflorum,1.0,0.974242424242,False
Abutilon asiaticum,Abutilon asiaticum,1.0,1.0,False
Abutilon bidentatum,Abutilon bidentatum,1.0,1.0,False
Abutilon hybridum,Abutilon hybridum,1.0,1.0,False
Abutilon album,Abutilon album,1.0,1.0,False
Abutilon malvifolium,Abutilon malvifolium,1.0,1.0,False
Abutilon heterotrichum,Abutilon heterotrichum,1.0,1.0,False
Acacia mangium,Acacia mangium,1.0,1.0,False
Acacia neurocarpa,Acacia neurocarpa,1.0,1.0,False
Acacia verticillata,Acacia verticillata,1.0,1.0,False
Acacia gittinsii,Acacia gittinsii,1.0,1.0,False
Acacia fimbriata,Acacia fimbriata,1.0,1.0,False
Acacia praetermissa,Acacia praetervisa,1.0,0.974242424242,False
Acacia linifolia,Acacia linifolia,1.0,1.0,False
Acacia pellita,Acacia pellita,1.0,1.0,False
Acacia colei,Acacia colei,1.0,1.0,False
Acacia lanata,Acacia lanata,1.0,1.0,False
Acacia tortilis,Acacia tortilis,1.0,1.0,False
Acacia eriopoda,Acacia eriopoda,1.0,1.0,False
Acacia lunata,Acacia lunata,1.0,1.0,False
Acacia triacantha,Acacia triacanthos,1.0,0.990606060606,False
Acacia polyphylla,Acacia polyphylla,1.0,1.0,False
Acacia julifera,Acacia juliflora,1.0,0.94212962963,False
Acacia brachypoda,Acacia brachyloba,1.0,0.946666666667,False
Acacia peregrinalis,Acacia peregrina,1.0,0.991666666667,False
Acacia pinetorum,Acacia pinetorum,1.0,1.0,False
Acacia farnesiana,Acacia farnesiana,1.0,1.0,False
Acacia pennata,Acacia pennatula,1.0,0.97037037037,False
Acacia glauca,Acacia glauca,1.0,1.0,False
Acacia holosericea,Acacia holosericea,1.0,1.0,False
Acacia echinula,Acacia echinula,1.0,1.0,False
Acacia leucolobia,Acacia leucolobia,1.0,1.0,False
Acacia constricta,Acacia constricta,1.0,1.0,False
Acacia obtusifolia,Acacia obtusifolia,1.0,1.0,False
Acacia derwentiana,Acacia derwentii,1.0,0.974410774411,False
Acacia suaveolens,Acacia suaveolens,1.0,1.0,False
Acacia heterophylla,Acacia heterophylla,1.0,1.0,False
Acacia ulicifolia,Acacia ulicifolia,1.0,1.0,False
Acacia glandulosa,Acacia glandulosa,1.0,1.0,False
Acacia guanacastensis,Acacia guanacastensis,1.0,1.0,False
Acacia auriculiformis,Acacia auriculiformis,1.0,1.0,False
Acacia longifolia,Acacia longifolia,1.0,1.0,False
Acacia koa,Acacia koa,1.0,1.0,False
Acacia leptoclada,Acacia leptocarpa,1.0,0.946666666667,False
Acacia edulis,Acacia edulis,1.0,1.0,False
Acacia acanthoclada,Acacia acanthocarpa,1.0,0.977777777778,False
Acacia leptocarpa,Acacia leptocarpa,1.0,1.0,False
Acacia cochliacantha,Acacia cochliacantha,1.0,1.0,False
Acacia pennatula,Acacia pennatula,1.0,1.0,False
Acacia neovernicosa,Acacia neovernicosa,1.0,1.0,False
Acacia polystachya,Acacia polystachya,1.0,1.0,False
Acacia adenophora,Acacia adenopa,1.0,0.96,False
Acacia epedunculata,Acacia pedunculata,1.0,0.941919191919,False
Acacia caven,Acacia caven,1.0,1.0,False
Acacia decurrens,Acacia decurrens,1.0,1.0,False
Acacia cavena,Acacia cavenia,1.0,0.97619047619,False
Acacia prominens,Acacia prominens,1.0,1.0,False
Acacia dealbata,Acacia dealbata,1.0,1.0,False
Acacia densiflora,Acacia densiflora,1.0,1.0,False
Acaena multifida,Acaena multifida,1.0,1.0,False
Acaena anserinifolia,Acaena anserinifolia,1.0,1.0,False
Acaena ascendens,Acaena ascendens,1.0,1.0,False
Acaena novae-zelandica,Acaena novae-zelandiae,1.0,1.0,False
Acaena magellanica,Acaena magellanica,1.0,1.0,False
Acaena novae-zelandiae,Acaena novae-zelandiae,1.0,1.0,False
Acaena minor,Acaena minor,1.0,1.0,False
Acaena pinnatifida,Acaena pinnatifida,1.0,1.0,False
Acaena hirsutula,Acaena hirsuta,1.0,0.97037037037,False
Acaena ovalifolia,Acaena ovalifolia,1.0,1.0,False
Acaena longearistata,Acaena longearistata,1.0,1.0,False
Acalypha gagnepaini,Acalypha gagnepainii,1.0,1.0,True
Acalypha kerrii,Acalypha kerrii,1.0,1.0,False
Acalypha microphylla,Acalypha macrophylla,1.0,0.945454545455,False
Acalypha amentacea,Acalypha amentacea,1.0,1.0,False
Acalypha wilkesiana,Acalypha wilkesiana,1.0,1.0,False
Acalypha siamensis,Acalypha siamensis,1.0,1.0,False
Acanthopanax sessiliflorum,Acanthopanax sessiliflorus,1.0,1.0,False
Acanthopanax acerifolium,Acanthopanax acerifolius,1.0,1.0,True
Acanthophyllum korolkowi,Acanthophyllum korolkowi,1.0,1.0,False
Acanthophyllum borsczowi,Acanthophyllum borsczowi,1.0,1.0,False
Acca sellowiana,Acca sellowiana,1.0,1.0,False
Acer opalus,Acer opalus,1.0,1.0,False
Acer nigrum,Acer nigrum,1.0,1.0,False
Acer acutum,Acer acutum,1.0,1.0,False
Acer orthopteron,Acer orthopteron,1.0,1.0,False
Acer insigne,Acer insigne,1.0,1.0,False
Acer coccineum,Acer coccineum,1.0,1.0,False
Acer japonicum,Acer japonicum,1.0,1.0,False
Acer pseudosieboldianum,Acer pseudosieboldianum,1.0,1.0,False
Acer saccharum,Acer saccharum,1.0,1.0,False
Acer striatum,Acer striatum,1.0,1.0,False
Acer pycnanthum,Acer pycnanthum,1.0,1.0,False
Acer lobelii,Acer lobelii,1.0,1.0,False
Acer rotundifolium,Acer rotundifolium,1.0,1.0,False
Acer rotundilobum,Acer rotundifolium,1.0,0.967191142191,False
Acer tegmentosum,Acer tegmentosum,1.0,1.0,False
Acer horizontale,Acer horizontale,1.0,1.0,False
Acer turkestanicum,Acer turkestanicum,1.0,1.0,False
Acer itoanum,Acer itoanum,1.0,1.0,False
Acer tenellum,Acer tenellum,1.0,1.0,False
Acer heterophyllum,Acer heterophyllum,1.0,1.0,False
Acer okamotoanum,Acer okamotoanum,1.0,1.0,False
Acer trifidum,Acer trifidum,1.0,1.0,False
Acer quinquelobum,Acer quinquelobum,1.0,1.0,False
Acer albopurpurascens,Acer albopurpurascens,1.0,1.0,False
Acer davidii,Acer davidii,1.0,1.0,False
Acer hypoleucum,Acer hypoleucum,1.0,1.0,False
Acer lobulatum,Acer lobulatum,1.0,1.0,False
Acer collinum,Acer collinum,1.0,1.0,False
Acer tataricum,Acer tataricum,1.0,1.0,False
Acer cappadocicum,Acer cappadocicum,1.0,1.0,False
Acer bedoi,Acer bedoi,1.0,1.0,False
Acer rotundum,Acer rotundum,1.0,1.0,False
Acer platanoides,Acer platanoides,1.0,1.0,False
Acer villosum,Acer villosum,1.0,1.0,False
Acer campestre,Acer campestre,1.0,1.0,False
Acer lanceolatum,Acer lanceolatum,1.0,1.0,False
Acer cavaleriei,Acer cavaleriei,1.0,1.0,False
Acer subglaucum,Acer subglaucum,1.0,1.0,False
Acer pubescens,Acer pubescens,1.0,1.0,False
Acer opulifolium,Acer opulifolium,1.0,1.0,False
Acer trilobatum,Acer trilobum,1.0,0.973333333333,False
Acer pulchrum,Acer pulchrum,1.0,1.0,False
Acer molle,Acer molle,1.0,1.0,False
Acer laxiflorum,Acer laxiflorum,1.0,1.0,False
Acer yui,Acer yui,1.0,1.0,False
Acer hispanicum,Acer hispanicum,1.0,1.0,False
Acer macrocarpon,Acer macrocarpon,1.0,1.0,False
Acer rubrum,Acer rubrum,1.0,1.0,False
Acer purpureum,Acer purpureum,1.0,1.0,False
Acer montanum,Acer montanum,1.0,1.0,False
Acer dittrichii,Acer dittrichii,1.0,1.0,False
Acer truncatum,Acer truncatum,1.0,1.0,False
Acer laetum,Acer laetum,1.0,1.0,False
Acer pseudoplatanus,Acer pseudoplatanus,1.0,1.0,False
Acer oblongum,Acer oblongum,1.0,1.0,False
Acer eriocarpum,Acer eriocarpum,1.0,1.0,False
Acer hayatae,Acer hayatae,1.0,1.0,False
Acer tomentosum,Acer tomentosum,1.0,1.0,False
Acer fieberi,Acer fieberi,1.0,1.0,False
Acer saccharinum,Acer saccharinum,1.0,1.0,False
Acer microphyllum,Acer microphyllum,1.0,1.0,False
Acer lobatum,Acer lobatum,1.0,1.0,False
Acer spicatum,Acer spicatum,1.0,1.0,False
Acer mayrii,Acer mayrii,1.0,1.0,False
Acer negundo,Acer negundo,1.0,1.0,False
Acer sieboldianum,Acer sieboldianum,1.0,1.0,False
Acer dieckii,Acer dieckii,1.0,1.0,False
Acer septemlobum,Acer septemlobum,1.0,1.0,False
Acer mono,Acer mono,1.0,1.0,False
Acer erythrocarpum,Acer erythrocarpum,1.0,1.0,False
Acer trifoliatum,Acer trifoliatum,1.0,1.0,False
Acer amplum,Acer amplum,1.0,1.0,False
Acer circumlobatum,Acer circumlobatum,1.0,1.0,False
Acer sikkimense,Acer sikkimense,1.0,1.0,False
Acer italum,Acer italum,1.0,1.0,False
Acer pentapomicum,Acer pentapomicum,1.0,1.0,False
Acer buergerianum,Acer buergerianum,1.0,1.0,False
Acer micro-sieboldianum,Acer microsieboldianum,1.0,0.990740740741,False
Acer eriocarpon,Acer eriocarpon,1.0,1.0,False
Acer parviflorum,Acer parviflorum,1.0,1.0,False
Acer paxii,Acer paxii,1.0,1.0,False
Acer colchicum,Acer colchicum,1.0,1.0,False
Acer ginnala,Acer ginnala,1.0,1.0,False
Acer monspessulanum,Acer monspessulanum,1.0,1.0,False
Acer shenkanense,Acer shenkanense,1.0,1.0,False
Acer schwedleri,Acer schwedleri,1.0,1.0,False
Acer velutinum,Acer velutinum,1.0,1.0,False
Acer pensylvanicum,Acer pensylvanicum,1.0,1.0,False
Acer robustum,Acer robustum,1.0,1.0,False
Acer pictum,Acer pictum,1.0,1.0,False
Acer sanguineum,Acer sanguineum,1.0,1.0,False
Acer trifolium,Acer trifoliatum,1.0,0.981818181818,False
Acer hybridum,Acer hybridum,1.0,1.0,False
Acer longipes,Acer longipes,1.0,1.0,False
Acer macrophyllum,Acer microphyllum,1.0,0.95,False
Acer regelii,Acer regelii,1.0,1.0,False
Acer ishidoyanum,Acer ishidoyanum,1.0,1.0,False
Acer tauricolum,Acer tauricum,1.0,0.973333333333,False
Acetosa hastata,Acetosa hastata,1.0,1.0,False
Acetosa thyrsiflora,Acetosa thyrsiflora,1.0,1.0,False
Acetosa pratensis,Acetosa pratensis,1.0,1.0,False
Acetosa scutata,Acetosa scutata,1.0,1.0,False
Acetosella tenuifolia,Acetosella tenuifolia,1.0,1.0,False
Achillea ptarmica,Achillea ptarmica,1.0,1.0,False
Achillea micrantha,Achillea micrantha,1.0,1.0,False
Achillea multifida,Achillea multifida,1.0,1.0,False
Achillea nobilis,Achillea nobilis,1.0,1.0,False
Achillea ligustica,Achillea ligustica,1.0,1.0,False
Achillea pyrenaica,Achillea pyrenaica,1.0,1.0,False
Achillea clavennae,Achillea clavennae,1.0,1.0,False
Achillea macrocephala,Achillea macrocephala,1.0,1.0,False
Achillea pseudotanacetifolia,Achillea pseudo-tanacetifolia,1.0,0.993333333333,False
Achillea salicifolia,Achillea salicifolia,1.0,1.0,False
Achillea ochroleuca,Achillea ochroleuca,1.0,1.0,False
Achillea arabica,Achillea arabica,1.0,1.0,False
Achillea ceretana,Achillea ceretanica,1.0,0.98,False
Achyranthes fauriei,Achyranthes fauriei,1.0,1.0,False
Achyranthes wightiana,Achyranthes wightiana,1.0,1.0,False
Achyranthes australis,Achyranthes australis,1.0,1.0,False
Achyranthes maneleensis,Achyranthes maneleensis,1.0,1.0,False
Achyranthes japonica,Achyranthes japonica,1.0,1.0,False
Achyranthes longifolia,Achyranthes longifolia,1.0,1.0,False
Achyranthes aspera,Achyranthes aspera,1.0,1.0,False
Achyranthes ogatai,Achyranthes ogatai,1.0,1.0,False
Achyranthes corymbosa,Achyranthes corymbosa,1.0,1.0,False
Achyranthes bidentata,Achyranthes bidentata,1.0,1.0,False
Achyranthes lanaiensis,Achyranthes lanaiensis,1.0,1.0,False
Achyranthes canescens,Achyranthes canescens,1.0,1.0,False
Achyranthes mollicula,Achyranthes mollicula,1.0,1.0,False
Achyranthes javanica,Achyranthes javanica,1.0,1.0,False
Achyranthes lanceolata,Achyranthes lanceolata,1.0,1.0,False
Achyranthes obovata,Achyranthes obovata,1.0,1.0,False
Achyranthes robusta,Achyranthes robusta,1.0,1.0,False
Achyranthes fruticosa,Achyranthes fruticosa,1.0,1.0,False
Achyranthes tenuifolia,Achyranthes tenuifolia,1.0,1.0,False
Achyranthes sicula,Achyranthes sicula,1.0,1.0,False
Achyranthes splendens,Achyranthes splendens,1.0,1.0,False
Achyranthes chinensis,Achyranthes chinensis,1.0,1.0,False
Achyranthes rotundata,Achyranthes rotundata,1.0,1.0,False
Achyranthes grandifolia,Achyranthes grandifolia,1.0,1.0,False
Achyranthes megaphylla,Achyranthes megaphylla,1.0,1.0,False
Acinos alpinus,Acinos alpinus,1.0,1.0,False
Acinos granatensis,Acinos granatensis,1.0,1.0,False
Acinos rotundifolius,Acinos rotundifolius,1.0,1.0,False
Acmella calva,Acmella calva,1.0,1.0,False
Aconitum excelsum,Aconitum excelsum,1.0,1.0,False
Aconitum nanum,Aconitum nanum,1.0,1.0,False
Aconitum nasutum,Aconitum nasutum,1.0,1.0,False
Aconitum villosum,Aconitum villosum,1.0,1.0,False
Aconitum tauricum,Aconitum tauricum,1.0,1.0,False
Aconitum moldavicum,Aconitum moldavicum,1.0,1.0,False
Aconitum rostratum,Aconitum rostratum,1.0,1.0,False
Aconitum delphiniifolium,Aconitum delphiniifolium,1.0,1.0,False
Aconitum neubergense,Aconitum neubergense,1.0,1.0,False
Aconitum eminens,Aconitum eminens,1.0,1.0,False
Aconitum rotundifolium,Aconitum rotundifolium,1.0,1.0,False
Aconitum nemorum,Aconitum nemorosum,1.0,0.962962962963,False
Aconitum cammarum,Aconitum cammarum,1.0,1.0,False
Aconitum koelleanum,Aconitum koelleanum,1.0,1.0,False
Aconitum nagarum,Aconitum nagarum,1.0,1.0,False
Aconitum versicolor,Aconitum versicolor,1.0,1.0,False
Aconitum soongaricum,Aconitum soongaricum,1.0,1.0,False
Aconitum karakolicum,Aconitum karakolicum,1.0,1.0,False
Aconitum bracteolatum,Aconitum bracteolosum,1.0,0.977777777778,False
Aconitum wallichianum,Aconitum wallichianum,1.0,1.0,False
Aconitum callibotryon,Aconitum callibotryon,1.0,1.0,False
Aconitum jacquinii,Aconitum jacquinii,1.0,1.0,False
Aconitum falciforme,Aconitum falciforme,1.0,1.0,False
Aconitum firmum,Aconitum firmum,1.0,1.0,False
Aconitum bulbilliferum,Aconitum bulbiferum,1.0,0.961538461538,False
Aconitum flagellare,Aconitum flagellare,1.0,1.0,False
Aconitum refractum,Aconitum refractum,1.0,1.0,False
Aconitum dissectum,Aconitum dissectum,1.0,1.0,False
Aconitum kongboense,Aconitum kongboense,1.0,1.0,False
Aconitum leucanthum,Aconitum leucanthemum,1.0,0.982222222222,False
Aconitum pygmaeum,Aconitum pygmaeum,1.0,1.0,False
Aconitum album,Aconitum album,1.0,1.0,False
Aconitum decipiens,Aconitum decipiens,1.0,1.0,False
Aconitum polyanthum,Aconitum polyanthum,1.0,1.0,False
Aconitum ochroleucum,Aconitum ochroleucum,1.0,1.0,False
Aconitum pyramidale,Aconitum pyramidale,1.0,1.0,False
Aconitum xiangchengense,Aconitum xiangchengense,1.0,1.0,False
Aconitum formosum,Aconitum formosum,1.0,1.0,False
Aconitum multifidum,Aconitum multifidum,1.0,1.0,False
Aconitum paniculatum,Aconitum paniculatum,1.0,1.0,False
Aconitum variegatum,Aconitum variegatum,1.0,1.0,False
Aconitum bullatifolium,Aconitum bullatifolium,1.0,1.0,False
Aconitum nemorosum,Aconitum nemorosum,1.0,1.0,False
Aconitum napellus,Aconitum napellus,1.0,1.0,False
Aconitum lasiocarpum,Aconitum lasiocarpum,1.0,1.0,False
Aconitum coriophyllum,Aconitum coriophyllum,1.0,1.0,False
Aconitum sessiliflorum,Aconitum sessiliflorum,1.0,1.0,False
Aconitum ambiguum,Aconitum ambiguum,1.0,1.0,False
Aconitum elatum,Aconitum elatum,1.0,1.0,False
Aconitum confertiflorum,Aconitum confertiflorum,1.0,1.0,False
Aconitum duclouxii,Aconitum duclouxii,1.0,1.0,False
Aconitum judenbergense,Aconitum judenbergense,1.0,1.0,False
Aconitum tongolense,Aconitum tongolense,1.0,1.0,False
Aconitum anthorum,Aconitum anthorum,1.0,1.0,False
Aconitum dominii,Aconitum dominii,1.0,1.0,False
Aconitum volubile,Aconitum volubile,1.0,1.0,False
Aconitum anthoroideum,Aconitum anthoroideum,1.0,1.0,False
Aconitum dielsianum,Aconitum dielsianum,1.0,1.0,False
Aconitum luridum,Aconitum luridum,1.0,1.0,False
Aconitum occidentale,Aconitum occidentale,1.0,1.0,False
Aconitum superbum,Aconitum superbum,1.0,1.0,False
Aconitum lobelianum,Aconitum lobelianum,1.0,1.0,False
Aconitum laciniatum,Aconitum laciniosum,1.0,0.946666666667,False
Aconitum semigaleatum,Aconitum semigaleatum,1.0,1.0,False
Aconitum brachynasum,Aconitum brachynasum,1.0,1.0,False
Aconitum spicatum,Aconitum spicatum,1.0,1.0,False
Aconitum gammiei,Aconitum gammiei,1.0,1.0,False
Aconitum toxicum,Aconitum toxicum,1.0,1.0,False
Aconitum delphinifolium,Aconitum delphinifolium,1.0,1.0,False
Aconitum bracteolosum,Aconitum bracteolosum,1.0,1.0,False
Aconitum plicatum,Aconitum plicatum,1.0,1.0,False
Aconitum cymbulatum,Aconitum cymbulatum,1.0,1.0,False
Aconitum karafutense,Aconitum karafutense,1.0,1.0,False
Aconitum pyrenaicum,Aconitum pyrenaicum,1.0,1.0,False
Aconitum autumnale,Aconitum autumnale,1.0,1.0,False
Aconitum tenuifolium,Aconitum tenuifolium,1.0,1.0,False
Aconitum anthora,Aconitum anthora,1.0,1.0,False
Aconitum anglicum,Aconitum anglicum,1.0,1.0,False
Aconitum cochleare,Aconitum cochleare,1.0,1.0,False
Aconitum bavaricum,Aconitum bavaricum,1.0,1.0,False
Aconitum eustachium,Aconitum eustachium,1.0,1.0,False
Aconitum gracile,Aconitum gracile,1.0,1.0,False
Aconitum pallasii,Aconitum pallasii,1.0,1.0,False
Aconitum lycoctonum,Aconitum lycoctonum,1.0,1.0,False
Aconitum laxum,Aconitum laxum,1.0,1.0,False
Aconitum fischeri,Aconitum fischeri,1.0,1.0,False
Aconogonon alaskanum,Aconogonon alaskanum,1.0,1.0,False
Aconogonon alpinum,Aconogonon alpinum,1.0,1.0,False
Acorus calamus,Acorus calamus,1.0,1.0,False
Acronychia apiculata,Acronychia apiculata,1.0,1.0,False
Acronychia pedunculata,Acronychia pedunculata,1.0,1.0,False
Acronychia laurifolia,Acronychia laurifolia,1.0,1.0,False
Acronychia elliptica,Acronychia elliptica,1.0,1.0,False
Acronychia arborea,Acronychia arborea,1.0,1.0,False
Actaea americana,Actaea americana,1.0,1.0,False
Actaea aspleniifolia,Actaea aspleniifolia,1.0,1.0,False
Actaea nigra,Actaea nigra,1.0,1.0,False
Actaea longipes,Actaea longipes,1.0,1.0,False
Actaea spicata,Actaea spicata,1.0,1.0,False
Actaea rubra,Actaea rubra,1.0,1.0,False
Actaea erythrocarpa,Actaea erythrocarpa,1.0,1.0,False
Actaea asiatica,Actaea asiatica,1.0,1.0,False
Actaea caudata,Actaea caudata,1.0,1.0,False
Actaea acuminata,Actaea acuminata,1.0,1.0,False
Actaea viridiflora,Actaea viridiflora,1.0,1.0,False
Actinidia chinensis,Actinidia chinensis,1.0,1.0,False
Actinidia deliciosa,Actinidia deliciosa,1.0,1.0,False
Actinidia volubilis,Actinidia volubilis,1.0,1.0,False
Actinidia latifolia,Actinidia latifolia,1.0,1.0,False
Actinidia polygama,Actinidia polygama,1.0,1.0,False
Actinidia gagnepaini,Actinidia gagnepainii,1.0,1.0,True
Actinidia kolomikta,Actinidia kolomikta,1.0,1.0,False
Actinoscirpus grossus,Actinoscirpus grossus,1.0,1.0,False
Actinostemon caribaeus,Actinostemon caribaeus,1.0,1.0,False
Actinostemon concolor,Actinostemon concolor,1.0,1.0,False
Actinotus helianthi,Actinotis helianthi,0.977777777778,1.0,False
Adansonia digitata,Adansonia digitata,1.0,1.0,False
Adelia virgata,Adelia virgata,1.0,1.0,False
Adenanthera intermedia,Adenanthera intermedia,1.0,1.0,False
Adenanthera microsperma,Adenanthera microsperma,1.0,1.0,False
Adenanthera pavonina,Adenanthera pavonina,1.0,1.0,False
Adenium speciosum,Adenium speciosum,1.0,1.0,False
Adenium somalense,Adenium somalense,1.0,1.0,False
Adenium arabicum,Adenium arabicum,1.0,1.0,False
Adenium honghel,Adenium honghel,1.0,1.0,False
Adenium socotranum,Adenium socotranum,1.0,1.0,False
Adenium coetaneum,Adenium coetaneum,1.0,1.0,False
Adenium swazicum,Adenium swazicum,1.0,1.0,False
Adenium boehmianum,Adenium boehmianum,1.0,1.0,False
Adenium multiflorum,Adenium multiflorum,1.0,1.0,False
Adenium obesum,Adenium obesum,1.0,1.0,False
Adenium oleifolium,Adenium oleifolium,1.0,1.0,False
Adenophora liliifolia,Adenophora liliifolia,1.0,1.0,False
Adenophora taurica,Adenophora taurica,1.0,1.0,False
Adenostoma fasciculatum,Adenostoma fasciculatum,1.0,1.0,False
Adonis squarrosa,Adonis squarrosa,1.0,1.0,False
Adonis barthei,Adonis barthei,1.0,1.0,False
Adonis cretica,Adonis cretica,1.0,1.0,False
Adonis turkestanica,Adonis turkestanica,1.0,1.0,False
Adonis abortiva,Adonis abortiva,1.0,1.0,False
Adonis persica,Adonis persica,1.0,1.0,False
Adonis parviflora,Adonis parviflora,1.0,1.0,False
Adonis miniata,Adonis miniata,1.0,1.0,False
Adonis ambigua,Adonis ambigua,1.0,1.0,False
Adonis bienertii,Adonis bienertii,1.0,1.0,False
Adonis scrobiculata,Adonis scrobiculata,1.0,1.0,False
Adonis citrina,Adonis citrina,1.0,1.0,False
Adonis aestivalis,Adonis aestivalis,1.0,1.0,False
Adonis flammea,Adonis flammea,1.0,1.0,False
Adonis ircutiana,Adonis ircutiana,1.0,1.0,False
Adonis amurensis,Adonis amurensis,1.0,1.0,False
Adonis apennina,Adonis apennina,1.0,1.0,False
Adonis preslii,Adonis preslii,1.0,1.0,False
Adonis baetica,Adonis baetica,1.0,1.0,False
Adonis phoenicea,Adonis phoenicea,1.0,1.0,False
Adonis vernalis,Adonis vernalis,1.0,1.0,False
Adonis microcarpa,Adonis microcarpa,1.0,1.0,False
Adonis annua,Adonis annua,1.0,1.0,False
Adonis flava,Adonis flava,1.0,1.0,False
Adonis micrantha,Adonis micrantha,1.0,1.0,False
Adonis sibirica,Adonis sibirica,1.0,1.0,False
Adonis dentata,Adonis dentata,1.0,1.0,False
Adoxa moschata,Adoxa moschata,1.0,1.0,False
Adoxa moschatellina,Adoxa moschatellina,1.0,1.0,False
Aechmea stelligera,Aechmea stelligera,1.0,1.0,False
Aegilops geniculata,Aegilops geniculata,1.0,1.0,False
Aegilops juvenalis,Aegilops juvenalis,1.0,1.0,False
Aegilops tauschii,Aegilops tauschii,1.0,1.0,False
Aegilops caudata,Aegilops caudata,1.0,1.0,False
Aegilops peregrina,Aegilops peregrina,1.0,1.0,False
Aegilops cylindrica,Aegilops cylindrica,1.0,1.0,False
Aegilops kotschyi,Aegilops kotschyi,1.0,1.0,False
Aegilops mutica,Aegilops mutica,1.0,1.0,False
Aegilops triuncialis,Aegilops triuncialis,1.0,1.0,False
Aegilops vavilovii,Aegilops vavilovii,1.0,1.0,False
Aegilops crassa,Aegilops crassa,1.0,1.0,False
Aegilops comosa,Aegilops comosa,1.0,1.0,False
Aegilops speltoides,Aegilops speltoides,1.0,1.0,False
Aegiphila verticillata,Aegiphila verticillata,1.0,1.0,False
Aegiphila splendens,Aegiphila splendens,1.0,1.0,False
