"dlist","elist","genus_jw","se_jw","gender_switch"
"Mimulus guttatus subsp. arvensis","Mimulus guttatus subsp. haidensis",1,0.941151515151515,"False"
"Rubus subcrataegifolius","Rubus crataegifolius",1,0.941176470588235,"False"
"Rubus subcrataegifolius","Rubus crataegifolius",1,0.941176470588235,"False"
"Kyllinga intermedia var. oligostachya","Kyllinga intermegia var. oligostachya",1,0.941269841269841,"False"
"Cyperus uncinulatus","Cyperus uncinatus",1,0.941414141414141,"False"
"Cyperus aristulatus","Cyperus aristatus",1,0.941414141414141,"False"
"Cyperus uncinulatus","Cyperus uncinatus",1,0.941414141414141,"False"
"Erigeron strigulosus","Erigeron strigosus",1,0.941414141414141,"False"
"Eupatorium punctulatum","Eupatorium punctatum",1,0.941414141414141,"False"
"Galium uncinulatum","Galium uncinatum",1,0.941414141414141,"False"
"Hieracium picroides","Hieracium picridoides",1,0.941414141414141,"False"
"Ocotea paranaensis","Ocotea paraensis",1,0.941414141414141,"False"
"Panicum echinulatum","Panicum echinatum",1,0.941414141414141,"False"
"Ranunculus stagnalis","Ranunculus stagnatilis",1,0.941414141414141,"False"
"Barleria venosa","Barleria venulosa",1,0.941666666666667,"False"
"Barleria ramulosa","Barleria ramosa",1,0.941666666666667,"False"
"Carex chinensis","Carex chillanensis",1,0.941666666666667,"False"
"Carex albata","Carex alboatra",1,0.941666666666667,"False"
"Carex trichosperma","Carex trisperma",1,0.941666666666667,"False"
"Carex albata","Carex alboatra",1,0.941666666666667,"False"
"Carex albata","Carex alboatra",1,0.941666666666667,"False"
"Cassia venulosa","Cassia venosa",1,0.941666666666667,"False"
"Celtis rugulosa","Celtis rugosa",1,0.941666666666667,"False"
"Centaurea lanulata","Centaurea lanata",1,0.941666666666667,"False"
"Centaurea turgaica","Centaurea turanica",1,0.941666666666667,"False"
"Clusia venulosa","Clusia venosa",1,0.941666666666667,"False"
"Draba ramulosa","Draba ramosa",1,0.941666666666667,"False"
"Ficus setulosa","Ficus setosa",1,0.941666666666667,"False"
"Gladiolus gueinzii","Gladiolus guepinii",1,0.941666666666667,"False"
"Medicago lupina","Medicago lupulina",1,0.941666666666667,"False"
"Opuntia bensonii","Opuntia bentonii",1,0.941666666666667,"False"
"Pouteria venosa","Pouteria venulosa",1,0.941666666666667,"False"
"Quercus undata","Quercus undulata",1,0.941666666666667,"False"
"Rubia chitralensis","Rubia chilensis",1,0.941666666666667,"False"
"Rubus nutkanus","Rubus nutans",1,0.941666666666667,"False"
"Rubus nutkanus","Rubus nutans",1,0.941666666666667,"False"
"Rubus nutkanus","Rubus nutans",1,0.941666666666667,"False"
"Salix chikungensis","Salix chinensis",1,0.941666666666667,"False"
"Salix rugulosa","Salix rugosa",1,0.941666666666667,"False"
"Caladium bicolor f. chantinii","Caladium bicolor var. chantinii",1,0.941674641148325,"False"
"Euonymus oxyphyllus f. magnus","Euonymus oxyphyllus var. magnus",1,0.941674641148325,"False"
"Sedum aizoon f. latifolium","Sedum aizoon var. latifolium",1,0.941674641148325,"False"
"Aloe arborecens","Aloe arborescens",1,0.941818181818182,"False"
"Scrophularia hemshinica","Scrophularia hemschinica",1,0.941818181818182,"False"
"Solanum ptycanthum","Solanum ptychanthum",1,0.941818181818182,"False"
"Acacia epedunculata","Acacia pedunculata",1,0.941919191919192,"False"
"Festuca robustifolia","Festuca obtusifolia",1,0.941919191919192,"False"
"Echinochloa crus-galli f. zelayensis","Echinochloa crus-galli var. zelayensis",1,0.942502787068004,"False"
"Elymus canadensis f. canadensis","Elymus canadensis var. canadensis",1,0.942502787068004,"False"
"Ricinus communis f. macrophyllus","Ricinus communis var. macrophyllus",1,0.942502787068004,"False"
"Sambucus canadensis f. canadensis","Sambucus canadensis var. canadensis",1,0.942502787068004,"False"
"Saxifraga caespitosa subsp. monticola","Saxifraga cespitosa subsp. monticola",1,0.942735042735043,"False"
"Amaranthus viridus","Amaranthus viridis",1,0.942857142857143,"False"
"Anthoxanthum odoratum var. alpinum","Anthoxanthum odoratum var. asperum",1,0.942857142857143,"False"
"Anthoxanthum odoratum var. alpinum","Anthoxanthum odoratum var. asperum",1,0.942857142857143,"False"
"Bromus darderi","Bromus dardori",1,0.942857142857143,"False"
"Bryonia monoica","Bryonia monoeca",1,0.942857142857143,"False"
"Calamagrostis fuscata","Calamagrostis fusca",1,0.942857142857143,"False"
"Carex modesti","Carex modesta",1,0.942857142857143,"False"
"Carex acutata","Carex acuta",1,0.942857142857143,"False"
"Carex acutina","Carex acuta",1,0.942857142857143,"False"
"Carex arcta","Carex arctata",1,0.942857142857143,"False"
"Carex aridula","Carex arida",1,0.942857142857143,"False"
"Cotula plumosa","Cotula plumose",1,0.942857142857143,"False"
"Croton draco","Croton dracona",1,0.942857142857143,"False"
"Deutzia hayatai","Deutzia hayatae",1,0.942857142857143,"False"
"Draba luteola","Draba lutea",1,0.942857142857143,"False"
"Eragrostis brownii","Eragrostis brownei",1,0.942857142857143,"False"
"Eragrostis brownii","Eragrostis brownei",1,0.942857142857143,"False"
"Eragrostis brownii","Eragrostis brownei",1,0.942857142857143,"False"
"Euphorbia hirtula","Euphorbia hirta",1,0.942857142857143,"False"
"Festuca firmula","Festuca firma",1,0.942857142857143,"False"
"Fragaria vescana","Fragaria vesca",1,0.942857142857143,"False"
"Genista hirsuta","Genista hirsute",1,0.942857142857143,"False"
"Genista hirsuta","Genista hirsute",1,0.942857142857143,"False"
"Gentiana serra","Gentiana serrata",1,0.942857142857143,"False"
"Gentiana vernayi","Gentiana verna",1,0.942857142857143,"False"
"Gentiana flavida","Gentiana flava",1,0.942857142857143,"False"
"Heracleum lecoqii","Heracleum lecokii",1,0.942857142857143,"False"
"Mammillaria rosea","Mammillaria roseana",1,0.942857142857143,"False"
"Nectandra nigrita","Nectandra nigra",1,0.942857142857143,"False"
"Ocimum caryophyllinum","Ocimum caryophyllatum",1,0.942857142857143,"False"
"Odontites luteola","Odontites lutea",1,0.942857142857143,"False"
"Panicum lineale","Panicum lineare",1,0.942857142857143,"False"
"Picea omorica","Picea omorika",1,0.942857142857143,"False"
"Picea omorica","Picea omorika",1,0.942857142857143,"False"
"Picea koyamae","Picea koyamai",1,0.942857142857143,"False"
"Poa flavida","Poa flava",1,0.942857142857143,"False"
"Potentilla dubia","Potentilla dubiosa",1,0.942857142857143,"False"
"Psidium guayana","Psidium guayava",1,0.942857142857143,"False"
"Pyrus viridis","Pyrus viris",1,0.942857142857143,"False"
"Quercus bella","Quercus bellota",1,0.942857142857143,"False"
"Quercus serra","Quercus serrata",1,0.942857142857143,"False"
"Ranunculus flagelliformis","Ranunculus flagellifolius",1,0.942857142857143,"False"
"Rosa rubea","Rosa rubella",1,0.942857142857143,"False"
"Rosa firmula","Rosa firma",1,0.942857142857143,"False"
"Rubus viridis","Rubus virilis",1,0.942857142857143,"False"
"Rubus satis","Rubus sativus",1,0.942857142857143,"False"
"Saxifraga firma","Saxifraga firmata",1,0.942857142857143,"False"
"Saxifraga firma","Saxifraga firmata",1,0.942857142857143,"False"
"Strophostyles helvula","Strophostyles helvola",1,0.942857142857143,"False"
"Verbascum thapsum","Verbascum thapsus",1,0.942857142857143,"True"
"Taxus baccata var. aurea","Taxus baccata var. lutea",1,0.943055555555556,"False"
"Campanula patula var. patula","Campanula patula var. parva",1,0.943137254901961,"False"
"Carex atrata var. ovata","Carex atrata var. atrata",1,0.943137254901961,"False"
"Actinostemon concolor var. concolor","Actinostemon concolor var. bicolor",1,0.94315333789018,"False"
"Armeria maritima var. arctica","Armeria maritima var. maritima",1,0.94315333789018,"False"
"Bromus erectus var. genuinus","Bromus erectus var. velutinus",1,0.94315333789018,"False"
"Poa annua var. longiglumis","Poa annua var. raniglumis",1,0.94315333789018,"False"
"Heracleum sphondylium f. angustifolium","Heracleum sphondylium var. angustifolium",1,0.943227513227513,"False"
"Dysoxylum richardsonianum","Dysoxylum richardianum",1,0.943333333333333,"False"
"Solanum decorum var. angustifolium","Solanum diflorum var. angustifolium",1,0.943589743589743,"False"
"Achillea grandiflora","Achillea grandifolia",1,0.943636363636364,"False"
"Anthemis cretica subsp. cretica","Anthemis cretica subsp. iberica",1,0.943636363636364,"False"
"Arodes aethiopicum","Arodes aethiopica",1,0.943636363636364,"True"
"Asclepias grandiflora","Asclepias grandifolia",1,0.943636363636364,"False"
"Asclepias grandiflora","Asclepias grandifolia",1,0.943636363636364,"False"
"Astragalus longilobus","Astragalus longiflorus",1,0.943636363636364,"False"
"Avena longepilosa","Avena longipilosa",1,0.943636363636364,"False"
"Balanites aegyptiaca","Balanites aegyptiacus",1,0.943636363636364,"True"
"Balanites aegyptiaca","Balanites aegyptiacus",1,0.943636363636364,"True"
"Biscutella megacarpea","Biscutella megalocarpa",1,0.943636363636364,"False"
"Calyptranthes capitulata","Calyptranthes capitellata",1,0.943636363636364,"False"
"Calyptranthes capitulata","Calyptranthes capitellata",1,0.943636363636364,"False"
"Canthium parviflorum","Canthium parvifolium",1,0.943636363636364,"False"
"Canthium parviflorum","Canthium parvifolium",1,0.943636363636364,"False"
"Carex microptera","Carex microsperma",1,0.943636363636364,"False"
"Clitoria grandifolia","Clitoria grandiflora",1,0.943636363636364,"False"
"Clusia grandifolia","Clusia grandiflora",1,0.943636363636364,"False"
"Colchicum crocifolium","Colchicum crociflorum",1,0.943636363636364,"False"
"Convallaria polygonatum","Convallaria polygonata",1,0.943636363636364,"True"
"Convallaria polygonatum","Convallaria polygonata",1,0.943636363636364,"True"
"Crataegus chlorosarca","Crataegus chlorocarpa",1,0.943636363636364,"False"
"Cyperus pauciflora","Cyperus pauciflorus",1,0.943636363636364,"True"
"Cyperus tenuiflorus","Cyperus tenuifolius",1,0.943636363636364,"False"
"Desmodium parviflorum","Desmodium parvifolium",1,0.943636363636364,"False"
"Epilboium adenocaulon","Epilobium adenocladon",0.977777777777778,0.943636363636364,"False"
"Epilobium adenocaulon","Epilobium adenocladon",1,0.943636363636364,"False"
"Erodium sabulicola","Erodium sabulicolum",1,0.943636363636364,"True"
"Eugenia obtusiflora","Eugenia obtusifolia",1,0.943636363636364,"False"
"Eupatorium perforatum","Eupatorium perfoliatum",1,0.943636363636364,"False"
"Euphorbia minutifolia","Euphorbia minutiflora",1,0.943636363636364,"False"
"Fagus grandiflora","Fagus grandifolia",1,0.943636363636364,"False"
"Fallopia convolvolus","Fallopia convolvulus",1,0.943636363636364,"False"
"Festuca scabriflora","Festuca scabrifolia",1,0.943636363636364,"False"
"Galium parvifolium","Galium parviflorum",1,0.943636363636364,"False"
"Geranium malviflorum","Geranium malvifolium",1,0.943636363636364,"False"
"Gleditschia triacantha","Gleditschia triacanthos",1,0.943636363636364,"False"
"Gleditsia triacantha","Gleditsia triacanthos",1,0.943636363636364,"False"
"Gnaphalium einseleana","Gnaphalium einseleanum",1,0.943636363636364,"True"
"Hieracium macrolepis","Hieracium macrolepium",1,0.943636363636364,"False"
"Hypericum perfoliatum","Hypericum perforatum",1,0.943636363636364,"False"
"Leptilon bonariensis","Leptilon bonariense",1,0.943636363636364,"True"
"Lupinus multiflorus","Lupinus multifolius",1,0.943636363636364,"False"
"Medicago platycarpa","Medicago platycarpos",1,0.943636363636364,"False"
"Microrhynchus sarmentosa","Microrhynchus sarmentosus",1,0.943636363636364,"True"
"Nertera granadense","Nertera granadensis",1,0.943636363636364,"True"
"Ochroma pyramidalis","Ochroma pyramidale",1,0.943636363636364,"False"
"Ocotea lanceolata","Ocotea lanceolaria",1,0.943636363636364,"False"
"Odontites longifolia","Odontites longifolius",1,0.943636363636364,"True"
"Oenothera grandiflora","Oenothera grandifolia",1,0.943636363636364,"False"
"Oenothera grandiflora","Oenothera grandifolia",1,0.943636363636364,"False"
"Oenothera grandiflora","Oenothera grandifolia",1,0.943636363636364,"False"
"Onobrychis viciaefolia","Onobrychis viciifolia",1,0.943636363636364,"False"
"Panicum longifolium","Panicum longiflorum",1,0.943636363636364,"False"
"Panicum paucifolium","Panicum pauciflorum",1,0.943636363636364,"False"
"Panicum tenuifolium","Panicum tenuiflorum",1,0.943636363636364,"False"
"Paspalum longifolium","Paspalum longiflorum",1,0.943636363636364,"False"
"Poa pratensis var. humilis","Poa pratensis var. muralis",1,0.943636363636364,"False"
"Polygonum convolvolus","Polygonum convolvulus",1,0.943636363636364,"False"
"Polygonum longistylum","Polygonum longisetum",1,0.943636363636364,"False"
"Potamogeton pauciflorus","Potamogeton paucifolius",1,0.943636363636364,"False"
"Prunus ericaeflora","Prunus ericiflora",1,0.943636363636364,"False"
"Pycnanthemum virginicum","Pycnanthemum virginianum",1,0.943636363636364,"False"
"Pycnanthemum virginicum","Pycnanthemum virginianum",1,0.943636363636364,"False"
"Salvia grandifolia","Salvia grandiflora",1,0.943636363636364,"False"
"Scorpiurus subvillosus","Scorpiurus subvillosa",1,0.943636363636364,"True"
"Scorpiurus subvillosus","Scorpiurus subvillosa",1,0.943636363636364,"True"
"Sisymbrium parvifolium","Sisymbrium parviflorum",1,0.943636363636364,"False"
"Solanum parvifolium","Solanum parviflorum",1,0.943636363636364,"False"
"Solanum parvifolium","Solanum parviflorum",1,0.943636363636364,"False"
"Solanum tenuifolium","Solanum tenuiflorum",1,0.943636363636364,"False"
"Stachys grandifolia","Stachys grandiflora",1,0.943636363636364,"False"
"Stachys grandifolia","Stachys grandiflora",1,0.943636363636364,"False"
"Syntherisma longiflora","Syntherisma longiflorum",1,0.943636363636364,"True"
"Trisetum macranthum","Trisetum macratherum",1,0.943636363636364,"False"
"Turczaninovia fastigiatus","Turczaninovia fastigiata",1,0.943636363636364,"True"
"Veronica grandiflora","Veronica grandifolia",1,0.943636363636364,"False"
"Zanthoxylum parvifolium","Zanthoxylum parviflorum",1,0.943636363636364,"False"
"Ambrosia artemisiaefolia","Ambrosia artemisiifolia",1,0.943663003663004,"False"
"Ambrosia artemisiaefolia","Ambrosia artemisiifolia",1,0.943663003663004,"False"
"Artemisia lavandulaefolia","Artemisia lavandulifolia",1,0.943663003663004,"False"
"Artemisia lavandulaefolia","Artemisia lavandulifolia",1,0.943663003663004,"False"
"Carduus cyanoides","Carduus cynaroides",1,0.943703703703704,"False"
"Myrsine palauensis","Myrsine paulensis",1,0.943703703703704,"False"
"Ranunculus scleratus","Ranunculus sceleratus",1,0.943703703703704,"False"
"Trillium delicatum","Trillium declinatum",1,0.943703703703704,"False"
"Hordeum vulgare var. erectum","Hordeum vulgare var. suberectum",1,0.943913043478261,"False"
"Hordeum vulgare var. erectum","Hordeum vulgare var. suberectum",1,0.943913043478261,"False"
"Lilium martagon f. album","Lilium martagon var. album",1,0.944156346749226,"False"
"Carex flacca var. arrecta","Carex flacca var. erecta",1,0.944306845545236,"False"
"Elsholtzia cyprianii var. longipilosa","Elsholtzia cypriani var. longipilosa",1,0.944307692307692,"False"
"Arthraxon hispidus f. japonicus","Arthraxon hispidus var. japonicus",1,0.944389233954451,"False"
"Carex stricta f. curtissima","Carex stricta var. curtissima",1,0.944389233954451,"False"
"Cucumis sativus f. hardwickii","Cucumis sativus var. hardwickii",1,0.944389233954451,"False"
"Lolium temulentum f. arvense","Lolium temulentum var. arvense",1,0.944389233954451,"False"
"Poa brachyphylla","Poa trachyphylla",1,0.944444444444444,"False"
"Trifolium xerocephalum","Trifolium eriocephalum",1,0.944444444444444,"False"
"Allium elatum","Allium laetum",1,0.944444444444444,"False"
"Andropogon fasciculatus","Andropogon aciculatus",1,0.944444444444444,"False"
"Apium elatum","Apium laetum",1,0.944444444444444,"False"
"Blackstonia imperfoliata","Blackstonia perfoliata",1,0.944444444444444,"False"
"Centaurea bovina","Centaurea ovina",1,0.944444444444444,"False"
"Chlora imperfoliata","Chlora perfoliata",1,0.944444444444444,"False"
"Cyperus incompressus","Cyperus compressus",1,0.944444444444444,"False"
"Cyperus laetus","Cyperus elatus",1,0.944444444444444,"False"
"Cyperus laetus","Cyperus elatus",1,0.944444444444444,"False"
"Epilobium laetum","Epilobium elatum",1,0.944444444444444,"False"
"Geranium latum","Geranium elatum",1,0.944444444444444,"False"
"Geranium laetum","Geranium elatum",1,0.944444444444444,"False"
"Hieracium obellipticum","Hieracium ellipticum",1,0.944444444444444,"False"
"Lepidium glastifolium","Lepidium latifolium",1,0.944444444444444,"False"
"Podocarpus laetus","Podocarpus elatus",1,0.944444444444444,"False"
"Potamogeton xzizii","Potamogeton zizii",1,0.944444444444444,"False"
"Senecio elatus","Senecio laetus",1,0.944444444444444,"False"
"Thalictrum elatum","Thalictrum laetum",1,0.944444444444444,"False"
"Verbesina auriculata","Verbesina exauriculata",1,0.944444444444444,"False"
"Aegilops triuncialis f. flavescens","Aegilops triuncialis var. flavescens",1,0.944777777777778,"False"
"Potamogeton pectinatus f. interruptus","Potamogeton pectinatus var. interruptus",1,0.944777777777778,"False"
"Deschampsia caespitosa subsp. orientalis","Deschampsia cespitosa subsp. orientalis",1,0.94484126984127,"False"
"Allium monanthum","Allium montanum",1,0.944907407407407,"False"
"Geranium monanthum","Geranium montanum",1,0.944907407407407,"False"
"Hieracium subnudum","Hieracium subaundum",1,0.944907407407407,"False"
"Ilex theezans","Ilex theaezans",1,0.944907407407407,"False"
"Ilex theezans","Ilex theaezans",1,0.944907407407407,"False"
"Potentilla suberecta","Potentilla subrecta",1,0.944907407407407,"False"
"Potentilla suberecta","Potentilla subrecta",1,0.944907407407407,"False"
"Ranunculus boreanus","Ranunculus boraeanus",1,0.944907407407407,"False"
"Saponaria oxyodonta","Saponaria oxydonta",1,0.944907407407407,"False"
"Barbarea vulgaris var. rivularis","Barbarea vulgaris var. vulgaris",1,0.944946357989836,"False"
"Festuca rubra var. trichophylla","Festuca rubra var. microphylla",1,0.944946357989836,"False"
"Hesperis matronalis subsp. cilicica","Hesperis matronalis subsp. sibirica",1,0.945150501672241,"False"
"Hypericum perforatum var. perforatum","Hypericum perforatum var. petiolatum",1,0.945150501672241,"False"
"Abies balsamifera","Abies balsamea",1,0.945454545454546,"False"
"Acalypha microphylla","Acalypha macrophylla",1,0.945454545454546,"False"
"Agrostis microphylla","Agrostis macrophylla",1,0.945454545454546,"False"
"Agrostis gigantifera","Agrostis gigantea",1,0.945454545454546,"False"
"Androsace puberula","Androsace puberulenta",1,0.945454545454546,"False"
"Anthocleista squamata de","Anthocleista squamata",1,0.945454545454546,"False"
"Arctium majus subsp. nemorosum","Arctium minus subsp. nemorosum",1,0.945454545454546,"False"
"Artemisia stelleriana","Artemisia stelleri",1,0.945454545454546,"False"
